id,match_api_id,match_date,home_team_api_id_1,away_team_api_id_1,home_player_1_name,home_player_1_rating,home_player_1_potential,id_2,home_team_api_id_2,away_team_api_id_2,home_player_2_name,home_player_2_rating,home_player_2_potential,id_3,home_team_api_id_3,away_team_api_id_3,home_player_3_name,home_player_3_rating,home_player_3_potential,id_4,home_team_api_id_4,away_team_api_id_4,home_player_4_name,home_player_4_rating,home_player_4_potential,id_5,home_team_api_id_5,away_team_api_id_5,home_player_5_name,home_player_5_rating,home_player_5_potential,id_6,home_team_api_id_6,away_team_api_id_6,home_player_6_name,home_player_6_rating,home_player_6_potential,id_7,home_team_api_id_7,away_team_api_id_7,home_player_7_name,home_player_7_rating,home_player_7_potential,id_8,home_team_api_id_8,away_team_api_id_8,home_player_8_name,home_player_8_rating,home_player_8_potential,id_9,home_team_api_id_9,away_team_api_id_9,home_player_9_name,home_player_9_rating,home_player_9_potential,id_10,home_team_api_id_10,away_team_api_id_10,home_player_10_name,home_player_10_rating,home_player_10_potential,id_11,home_team_api_id_11,away_team_api_id_11,home_player_11_name,home_player_11_rating,home_player_11_potential,id_12,home_team_api_id_12,away_team_api_id_12,away_player_1_name,away_player_1_rating,away_player_1_potential,id_13,home_team_api_id_13,away_team_api_id_13,away_player_2_name,away_player_2_rating,away_player_2_potential,id_14,home_team_api_id_14,away_team_api_id_14,away_player_3_name,away_player_3_rating,away_player_3_potential,id_15,home_team_api_id_15,away_team_api_id_15,away_player_4_name,away_player_4_rating,away_player_4_potential,id_16,home_team_api_id_16,away_team_api_id_16,away_player_5_name,away_player_5_rating,away_player_5_potential,id_17,home_team_api_id_17,away_team_api_id_17,away_player_6_name,away_player_6_rating,away_player_6_potential,id_18,home_team_api_id_18,away_team_api_id_18,away_player_7_name,away_player_7_rating,away_player_7_potential,id_19,home_team_api_id_19,away_team_api_id_19,away_player_8_name,away_player_8_rating,away_player_8_potential,id_20,home_team_api_id_20,away_team_api_id_20,away_player_9_name,away_player_9_rating,away_player_9_potential,id_21,home_team_api_id_21,away_team_api_id_21,away_player_10_name,away_player_10_rating,away_player_10_potential,id_22,home_team_api_id_22,away_team_api_id_22,away_player_11_name,away_player_11_rating,away_player_11_potential
22298,875676,2010-11-14 00:00:00,8394,8302,Antonio Doblas,71.0,75.0,22298,8394,8302,Carlos Diogo,71.0,67.0,22298,8394,8302,Jiri Jarosik,74.0,88.0,22298,8394,8302,Maurizio Lanzaro,65.0,72.0,22298,8394,8302,Matteo Contini,76.0,77.0,22298,8394,8302,Ivan Obradovic,72.0,79.0,22298,8394,8302,Gabi,73.0,82.0,22298,8394,8302,Jose Gomes de Moraes Edmilson,73.0,83.0,22298,8394,8302,Leonardo Ponzio,75.0,81.0,22298,8394,8302,Angel Lafita,77.0,81.0,22298,8394,8302,Braulio,69.0,76.0,22298,8394,8302,Javi Varas,71.0,72.0,22298,8394,8302,Mouhamadou Dabo,77.0,88.0,22298,8394,8302,Martin Caceres,78.0,85.0,22298,8394,8302,Alexis,78.0,86.0,22298,8394,8302,Fernando Navarro,76.0,79.0,22298,8394,8302,Diego Perotti,79.0,85.0,22298,8394,8302,Renato,77.0,80.0,22298,8394,8302,Didier Zokora,81.0,82.0,22298,8394,8302,Diego Capel,79.0,87.0,22298,8394,8302,Luis Fabiano,84.0,86.0,22298,8394,8302,Frederic Kanoute,83.0,85.0
22299,875677,2010-11-14 00:00:00,10267,8305,Miguel Angel Moya,77.0,81.0,22299,10267,8305,Miguel,77.0,81.0,22299,10267,8305,David Navarro,79.0,81.0,22299,10267,8305,Ricardo Costa,77.0,81.0,22299,10267,8305,Jeremy Mathieu,77.0,85.0,22299,10267,8305,Joaquin,80.0,87.0,22299,10267,8305,David Albelda,78.0,81.0,22299,10267,8305,Tino Costa,77.0,81.0,22299,10267,8305,Juan Mata,82.0,88.0,22299,10267,8305,Roberto Soldado,82.0,88.0,22299,10267,8305,Aritz Aduriz,79.0,81.0,22299,10267,8305,Jordi Codina,76.0,79.0,22299,10267,8305,Pablo Pintos,72.0,85.0,22299,10267,8305,Cata Diaz,79.0,86.0,22299,10267,8305,Rafa Lopez,77.0,80.0,22299,10267,8305,Mane,76.0,79.0,22299,10267,8305,Borja Fernandez,75.0,80.0,22299,10267,8305,Francisco Javier Casquero,74.0,79.0,22299,10267,8305,Pedro Rios,71.0,74.0,22299,10267,8305,Daniel Parejo,76.0,80.0,22299,10267,8305,Manu del Moral,76.0,83.0,22299,10267,8305,Adrian Colunga,76.0,81.0
22300,875678,2010-11-13 00:00:00,8634,10205,Victor Valdes,85.0,86.0,22300,8634,10205,Daniel Alves,84.0,90.0,22300,8634,10205,Carles Puyol,87.0,90.0,22300,8634,10205,Eric Abidal,82.0,85.0,22300,8634,10205,Maxwell,79.0,84.0,22300,8634,10205,Sergio Busquets,81.0,84.0,22300,8634,10205,Xavi Hernandez,87.0,90.0,22300,8634,10205,Andres Iniesta,87.0,90.0,22300,8634,10205,Pedro Rodriguez,82.0,86.0,22300,8634,10205,Lionel Messi,90.0,95.0,22300,8634,10205,David Villa,88.0,92.0,22300,8634,10205,Diego Lopez,83.0,87.0,22300,8634,10205,Angel Lopez,76.0,78.0,22300,8634,10205,Carlos Marchena,81.0,85.0,22300,8634,10205,Mateo Pablo Musacchio,73.0,78.0,22300,8634,10205,Joan Capdevila,80.0,83.0,22300,8634,10205,Cani,79.0,82.0,22300,8634,10205,Borja Valero,80.0,83.0,22300,8634,10205,Bruno Soriano,78.0,82.0,22300,8634,10205,Santi Cazorla,81.0,86.0,22300,8634,10205,Nilmar,80.0,86.0,22300,8634,10205,Giuseppe Rossi,82.0,86.0
22301,875679,2010-11-13 00:00:00,8315,9865,Gorka Iraizoz Moreno,81.0,83.0,22301,8315,9865,Andoni Iraola,79.0,81.0,22301,8315,9865,Ustaritz,73.0,74.0,22301,8315,9865,Mikel San Jose,75.0,80.0,22301,8315,9865,Koikili Campo,73.0,74.0,22301,8315,9865,Markel Susaeta,77.0,79.0,22301,8315,9865,Carlos Gurpegi,73.0,77.0,22301,8315,9865,Javier Martinez,80.0,81.0,22301,8315,9865,Iker Muniain,73.0,81.0,22301,8315,9865,Igor Martinez,65.0,76.0,22301,8315,9865,Fernando Llorente,82.0,85.0,22301,8315,9865,Diego Alves,82.0,86.0,22301,8315,9865,Michel,71.0,75.0,22301,8315,9865,Carlos Garcia,71.0,78.0,22301,8315,9865,Marcelo Silva,66.0,81.0,22301,8315,9865,Michael Jakobsen,70.0,76.0,22301,8315,9865,Modeste M'Bami,75.0,72.0,22301,8315,9865,Hernan Dario Bernardello,76.0,77.0,22301,8315,9865,Fabian Vargas,73.0,83.0,22301,8315,9865,Juanma Ortiz,74.0,80.0,22301,8315,9865,Jose Leonardo Ulloa,70.0,77.0,22301,8315,9865,Henok Goitom,72.0,79.0
22302,875680,2010-11-14 00:00:00,9869,8633,Juan Pablo,77.0,78.0,22302,9869,8633,Lora,72.0,73.0,22302,9869,8633,Alberto Botia,77.0,78.0,22302,9869,8633,Gregory Arnolin,78.0,79.0,22302,9869,8633,Jose Angel,70.0,81.0,22302,9869,8633,Alberto Rivera,75.0,76.0,22302,9869,8633,Sebastian Eguren,74.0,79.0,22302,9869,8633,Nacho Novo,73.0,76.0,22302,9869,8633,Carmelo Gonzalez,74.0,77.0,22302,9869,8633,Diego Castro,78.0,79.0,22302,9869,8633,Gaston Sangoy,69.0,74.0,22302,9869,8633,Iker Casillas,89.0,92.0,22302,9869,8633,Sergio Ramos,85.0,91.0,22302,9869,8633,Pepe,84.0,88.0,22302,9869,8633,Ricardo Carvalho,84.0,87.0,22302,9869,8633,Marcelo,79.0,83.0,22302,9869,8633,Sami Khedira,80.0,86.0,22302,9869,8633,Xabi Alonso,85.0,87.0,22302,9869,8633,Cristiano Ronaldo,89.0,94.0,22302,9869,8633,Mesut Oezil,83.0,88.0,22302,9869,8633,Angel Di Maria,82.0,89.0,22302,9869,8633,Gonzalo Higuain,85.0,87.0
22303,875681,2010-11-13 00:00:00,9906,8371,David De Gea,78.0,85.0,22303,9906,8371,Juan Valera,73.0,82.0,22303,9906,8371,Tomas Ujfalusi,79.0,84.0,22303,9906,8371,Luis Perea,77.0,84.0,22303,9906,8371,Filipe Luis,81.0,89.0,22303,9906,8371,Jose Antonio Reyes,82.0,85.0,22303,9906,8371,Tiago,78.0,83.0,22303,9906,8371,Mario Suarez,76.0,79.0,22303,9906,8371,Simao,82.0,86.0,22303,9906,8371,Diego Forlan,87.0,88.0,22303,9906,8371,Sergio Aguero,84.0,90.0,22303,9906,8371,Ricardo,75.0,79.0,22303,9906,8371,Abella Perez Damia,70.0,76.0,22303,9906,8371,Miguel Flano,76.0,77.0,22303,9906,8371,Lolo,73.0,74.0,22303,9906,8371,Nacho Monreal,77.0,82.0,22303,9906,8371,Patxi Martinez Punal,73.0,79.0,22303,9906,8371,Javad Nekounam,78.0,83.0,22303,9906,8371,Juanfran,78.0,79.0,22303,9906,8371,Fernando Soriano,74.0,80.0,22303,9906,8371,Masoud Shojaei,75.0,84.0,22303,9906,8371,Carlos Reina Aranda,73.0,75.0
22304,875682,2010-11-14 00:00:00,10278,8560,Juan Jesus Calatayud,74.0,75.0,22304,10278,8560,David Cortes,73.0,77.0,22304,10278,8560,Noe Pamarot,68.0,72.0,22304,10278,8560,Sergio Rodri,71.0,76.0,22304,10278,8560,Paco Pena,70.0,75.0,22304,10278,8560,Abel Aguilar,71.0,78.0,22304,10278,8560,Matias Fritzler,68.0,66.0,22304,10278,8560,Kiko,68.0,74.0,22304,10278,8560,Nelson Haedo Valdez,75.0,77.0,22304,10278,8560,Royston Drenthe,73.0,81.0,22304,10278,8560,David Trezeguet,78.0,76.0,22304,10278,8560,Claudio Bravo,75.0,76.0,22304,10278,8560,Carlos Martinez,70.0,76.0,22304,10278,8560,Ion Ansotegi,72.0,76.0,22304,10278,8560,Mikel Gonzalez,73.0,74.0,22304,10278,8560,Alberto De la Bella,69.0,73.0,22304,10278,8560,Gorka Elustondo,69.0,74.0,22304,10278,8560,Diego Rivas,73.0,74.0,22304,10278,8560,Xabier Prieto,76.0,81.0,22304,10278,8560,Mikel Eizaguirre Aranburu,72.0,75.0,22304,10278,8560,Antoine Griezmann,71.0,81.0,22304,10278,8560,Joseba Llorente,77.0,82.0
22305,875683,2010-11-14 00:00:00,8696,8558,Tono,74.0,80.0,22305,8696,8558,Jesus Perez Francis,74.0,75.0,22305,8696,8558,Henrique,77.0,82.0,22305,8696,8558,Marc Torrejon Moya,73.0,80.0,22305,8696,8558,Domingo Cisma,74.0,75.0,22305,8696,8558,Gonzalo Colsa,75.0,80.0,22305,8696,8558,Pape Kouli Diop,70.0,74.0,22305,8696,8558,Kennedy Bakircioglu,70.0,76.0,22305,8696,8558,Markus Rosenberg,74.0,80.0,22305,8696,8558,Pedro Munitis,77.0,86.0,22305,8696,8558,Ariel Nahuelpan,73.0,76.0,22305,8696,8558,Carlos Kameni,82.0,87.0,22305,8696,8558,Javi Lopez,63.0,69.0,22305,8696,8558,Jordi Amat,64.0,75.0,22305,8696,8558,Juan Forlin,75.0,78.0,22305,8696,8558,Didac Vila,69.0,71.0,22305,8696,8558,Jose Raul Baena,69.0,78.0,22305,8696,8558,Javi Moreno Marquez,71.0,74.0,22305,8696,8558,Luis Garcia,75.0,84.0,22305,8696,8558,Joan Verdu,76.0,80.0,22305,8696,8558,Jose Maria Callejon,76.0,79.0,22305,8696,8558,Pablo Osvaldo,77.0,85.0
22306,875684,2010-11-14 00:00:00,9864,8581,Francesco Arnau,67.0,72.0,22306,9864,8581,Jesus Gamez,78.0,82.0,22306,9864,8581,Kris Stadsgaard,72.0,78.0,22306,9864,8581,Weligton,76.0,77.0,22306,9864,8581,Patrick Mtiliga,70.0,73.0,22306,9864,8581,Antonio Apono,76.0,81.0,22306,9864,8581,Sandro Laurindo da Silva,74.0,76.0,22306,9864,8581,Francisco Portillo,64.0,76.0,22306,9864,8581,Sebastian Fernandez,73.0,81.0,22306,9864,8581,Eliseu,74.0,77.0,22306,9864,8581,Nabil Baha,71.0,76.0,22306,9864,8581,Manolo Reina,67.0,69.0,22306,9864,8581,Javier Venta,72.0,75.0,22306,9864,8581,Sergio Ballesteros,73.0,74.0,22306,9864,8581,Victoriano Rivas Nano,67.0,74.0,22306,9864,8581,Juanfran Garcia,71.0,82.0,22306,9864,8581,Sergio,72.0,86.0,22306,9864,8581,Miguel Pallardo,71.0,78.0,22306,9864,8581,Gorka Larrea Garcia,66.0,72.0,22306,9864,8581,Valdo,74.0,81.0,22306,9864,8581,Felipe Caicedo,73.0,81.0,22306,9864,8581,Juanlu,73.0,75.0
22307,875685,2010-11-14 00:00:00,8661,9783,Dudu Aouate,78.0,79.0,22307,8661,9783,,,,22307,8661,9783,Jose Carlos Nunes,78.0,79.0,22307,8661,9783,Ivan Ramis,77.0,79.0,22307,8661,9783,Ayoze Diaz Diaz,74.0,76.0,22307,8661,9783,Joao Victor,66.0,74.0,22307,8661,9783,Marti Soler,75.0,80.0,22307,8661,9783,Emilio Nsue,68.0,75.0,22307,8661,9783,Jonathan De Guzman,76.0,82.0,22307,8661,9783,Michael Pereira,64.0,71.0,22307,8661,9783,Pierre Webo,75.0,78.0,22307,8661,9783,Daniel Aranzubia,79.0,83.0,22307,8661,9783,Manuel Pablo,76.0,85.0,22307,8661,9783,Diego Daniel Colotto,77.0,81.0,22307,8661,9783,Artiles Oliva Aythami,71.0,77.0,22307,8661,9783,Alberto Lopo,80.0,84.0,22307,8661,9783,Diego Seoane Perez,62.0,76.0,22307,8661,9783,Saul,71.0,74.0,22307,8661,9783,Ruben Perez,72.0,79.0,22307,8661,9783,Juan Rodriguez,76.0,83.0,22307,8661,9783,Adrian Lopez,74.0,82.0,22307,8661,9783,Ivan Sanchez Riki,76.0,83.0
22308,875687,2010-11-21 00:00:00,8302,8661,Andres Palop,83.0,90.0,22308,8302,8661,Mouhamadou Dabo,77.0,88.0,22308,8302,8661,Julien Escude,81.0,82.0,22308,8302,8661,Alexis,78.0,86.0,22308,8302,8661,Antonio Luna,67.0,80.0,22308,8302,8661,Diego Perotti,79.0,85.0,22308,8302,8661,Alejandro Alfaro,75.0,78.0,22308,8302,8661,Renato,77.0,80.0,22308,8302,8661,Luca Cigarini,76.0,84.0,22308,8302,8661,Alvaro Negredo,80.0,86.0,22308,8302,8661,Frederic Kanoute,83.0,85.0,22308,8302,8661,Dudu Aouate,78.0,79.0,22308,8302,8661,Pablo Cendros,70.0,72.0,22308,8302,8661,Jose Carlos Nunes,78.0,79.0,22308,8302,8661,Ivan Ramis,77.0,79.0,22308,8302,8661,Ayoze Diaz Diaz,74.0,76.0,22308,8302,8661,Joao Victor,66.0,74.0,22308,8302,8661,Marti Soler,75.0,80.0,22308,8302,8661,Michael Pereira,64.0,71.0,22308,8302,8661,Jonathan De Guzman,76.0,82.0,22308,8302,8661,Gonzalo Castro,80.0,84.0,22308,8302,8661,Pierre Webo,75.0,78.0
22309,875688,2010-11-22 00:00:00,8305,8394,Jordi Codina,76.0,79.0,22309,8305,8394,Miguel Torres,75.0,83.0,22309,8305,8394,Ivan Marcano,73.0,78.0,22309,8305,8394,Rafa Lopez,77.0,80.0,22309,8305,8394,Mane,76.0,79.0,22309,8305,8394,Francisco Javier Casquero,74.0,79.0,22309,8305,8394,Daniel Parejo,76.0,80.0,22309,8305,8394,Derek Boateng,77.0,75.0,22309,8305,8394,Pedro Rios,71.0,74.0,22309,8305,8394,Adrian Colunga,76.0,81.0,22309,8305,8394,Manu del Moral,76.0,83.0,22309,8305,8394,Leonardo Franco,78.0,83.0,22309,8305,8394,Leonardo Ponzio,75.0,81.0,22309,8305,8394,Jiri Jarosik,74.0,88.0,22309,8305,8394,Matteo Contini,76.0,77.0,22309,8305,8394,Ivan Obradovic,72.0,79.0,22309,8305,8394,Jose Gomes de Moraes Edmilson,73.0,83.0,22309,8305,8394,Angel Lafita,77.0,81.0,22309,8305,8394,Gabi,73.0,82.0,22309,8305,8394,Jorge Lopez,72.0,67.0,22309,8305,8394,Nicolas Bertolo,73.0,81.0,22309,8305,8394,Florent Sinama-Pongolle,76.0,83.0
22310,875689,2010-11-20 00:00:00,10205,10267,Diego Lopez,83.0,87.0,22310,10205,10267,Angel Lopez,76.0,78.0,22310,10205,10267,Carlos Marchena,81.0,85.0,22310,10205,10267,Gonzalo Rodriguez,76.0,84.0,22310,10205,10267,Joan Capdevila,80.0,83.0,22310,10205,10267,Borja Valero,80.0,83.0,22310,10205,10267,Cani,79.0,82.0,22310,10205,10267,Bruno Soriano,78.0,82.0,22310,10205,10267,Santi Cazorla,81.0,86.0,22310,10205,10267,Nilmar,80.0,86.0,22310,10205,10267,Giuseppe Rossi,82.0,86.0,22310,10205,10267,Miguel Angel Moya,77.0,81.0,22310,10205,10267,Bruno Saltor,76.0,79.0,22310,10205,10267,Marius Stankevicius,74.0,81.0,22310,10205,10267,Ricardo Costa,77.0,81.0,22310,10205,10267,David Navarro,79.0,81.0,22310,10205,10267,Miguel,77.0,81.0,22310,10205,10267,Joaquin,80.0,87.0,22310,10205,10267,Hedwiges Maduro,76.0,82.0,22310,10205,10267,Tino Costa,77.0,81.0,22310,10205,10267,Pablo Hernandez,82.0,83.0,22310,10205,10267,Aritz Aduriz,79.0,81.0
22448,875690,2011-02-26 00:00:00,8661,8634,Dudu Aouate,78.0,79.0,22448,8661,8634,Pablo Cendros,71.0,75.0,22448,8661,8634,Jose Carlos Nunes,78.0,79.0,22448,8661,8634,Ruben,75.0,76.0,22448,8661,8634,Ayoze Diaz Diaz,74.0,76.0,22448,8661,8634,Joao Victor,72.0,74.0,22448,8661,8634,Marti Soler,75.0,80.0,22448,8661,8634,Emilio Nsue,73.0,75.0,22448,8661,8634,Jonathan De Guzman,77.0,82.0,22448,8661,8634,Gonzalo Castro,80.0,84.0,22448,8661,8634,Pierre Webo,75.0,78.0,22448,8661,8634,Jose Manuel Pinto,73.0,77.0,22448,8661,8634,Adriano,78.0,84.0,22448,8661,8634,Gerard Pique,85.0,88.0,22448,8661,8634,Eric Abidal,82.0,85.0,22448,8661,8634,Maxwell,78.0,84.0,22448,8661,8634,Andres Iniesta,87.0,90.0,22448,8661,8634,Sergio Busquets,81.0,84.0,22448,8661,8634,Seydou Keita,81.0,85.0,22448,8661,8634,Pedro Rodriguez,83.0,86.0,22448,8661,8634,Lionel Messi,90.0,94.0,22448,8661,8634,David Villa,88.0,91.0
22311,875691,2010-11-20 00:00:00,9865,8634,Diego Alves,82.0,86.0,22311,9865,8634,Michel,71.0,75.0,22311,9865,8634,Santiago Acasiete,75.0,80.0,22311,9865,8634,Carlos Garcia,71.0,78.0,22311,9865,8634,Juanma Ortiz,74.0,80.0,22311,9865,8634,Modeste M'Bami,75.0,72.0,22311,9865,8634,Hernan Dario Bernardello,76.0,77.0,22311,9865,8634,Fabian Vargas,73.0,83.0,22311,9865,8634,Corona,75.0,80.0,22311,9865,8634,Henok Goitom,72.0,79.0,22311,9865,8634,Pablo Piatti,78.0,86.0,22311,9865,8634,Victor Valdes,85.0,86.0,22311,9865,8634,Daniel Alves,84.0,90.0,22311,9865,8634,Carles Puyol,87.0,90.0,22311,9865,8634,Andreu Fontas,65.0,76.0,22311,9865,8634,Maxwell,79.0,84.0,22311,9865,8634,Xavi Hernandez,87.0,90.0,22311,9865,8634,Javier Mascherano,84.0,88.0,22311,9865,8634,Andres Iniesta,87.0,90.0,22311,9865,8634,Pedro Rodriguez,82.0,86.0,22311,9865,8634,Lionel Messi,90.0,95.0,22311,9865,8634,David Villa,88.0,92.0
22312,875692,2010-11-20 00:00:00,8633,8315,Iker Casillas,89.0,92.0,22312,8633,8315,Sergio Ramos,85.0,91.0,22312,8633,8315,Pepe,84.0,88.0,22312,8633,8315,Ricardo Carvalho,84.0,87.0,22312,8633,8315,Marcelo,79.0,83.0,22312,8633,8315,Sami Khedira,80.0,86.0,22312,8633,8315,Xabi Alonso,85.0,87.0,22312,8633,8315,Cristiano Ronaldo,89.0,94.0,22312,8633,8315,Mesut Oezil,83.0,88.0,22312,8633,8315,Angel Di Maria,82.0,89.0,22312,8633,8315,Gonzalo Higuain,85.0,87.0,22312,8633,8315,Gorka Iraizoz Moreno,81.0,83.0,22312,8633,8315,Andoni Iraola,79.0,81.0,22312,8633,8315,Mikel San Jose,75.0,80.0,22312,8633,8315,Ustaritz,73.0,74.0,22312,8633,8315,Fernando Amorebieta,80.0,81.0,22312,8633,8315,Javier Martinez,80.0,81.0,22312,8633,8315,Pablo Orbaiz,75.0,77.0,22312,8633,8315,Markel Susaeta,77.0,79.0,22312,8633,8315,Iker Muniain,73.0,81.0,22312,8633,8315,Igor Gabilondo,75.0,76.0,22312,8633,8315,Fernando Llorente,82.0,85.0
22449,875693,2011-02-27 00:00:00,8315,10267,Gorka Iraizoz Moreno,81.0,83.0,22449,8315,10267,Oscar de Marcos,70.0,76.0,22449,8315,10267,Borja Ekiza,71.0,83.0,22449,8315,10267,Mikel San Jose,77.0,80.0,22449,8315,10267,Koikili Campo,72.0,74.0,22449,8315,10267,Carlos Gurpegi,74.0,77.0,22449,8315,10267,David Lopez,74.0,76.0,22449,8315,10267,Iker Muniain,76.0,81.0,22449,8315,10267,Javier Martinez,80.0,83.0,22449,8315,10267,Gaizka Toquero,74.0,81.0,22449,8315,10267,Fernando Llorente,83.0,85.0,22449,8315,10267,Vicente Guaita,76.0,79.0,22449,8315,10267,Bruno Saltor,75.0,79.0,22449,8315,10267,Marius Stankevicius,74.0,81.0,22449,8315,10267,David Navarro,79.0,81.0,22449,8315,10267,Jeremy Mathieu,77.0,85.0,22449,8315,10267,Ever Banega,80.0,86.0,22449,8315,10267,Mehmet Topal,77.0,84.0,22449,8315,10267,Pablo Hernandez,81.0,83.0,22449,8315,10267,Juan Mata,82.0,88.0,22449,8315,10267,Joaquin,81.0,87.0,22449,8315,10267,Roberto Soldado,82.0,88.0
22313,875694,2010-11-21 00:00:00,8371,9869,Ricardo,75.0,79.0,22313,8371,9869,Abella Perez Damia,70.0,76.0,22313,8371,9869,Sergio Fernandez,73.0,76.0,22313,8371,9869,Miguel Flano,76.0,77.0,22313,8371,9869,Nelson,70.0,83.0,22313,8371,9869,Patxi Martinez Punal,73.0,79.0,22313,8371,9869,Javad Nekounam,78.0,83.0,22313,8371,9869,Juanfran,78.0,79.0,22313,8371,9869,Fernando Soriano,74.0,80.0,22313,8371,9869,Masoud Shojaei,75.0,84.0,22313,8371,9869,Carlos Reina Aranda,73.0,75.0,22313,8371,9869,Juan Pablo,77.0,78.0,22313,8371,9869,Lora,72.0,73.0,22313,8371,9869,Ivan Hernandez,70.0,76.0,22313,8371,9869,Gregory Arnolin,78.0,79.0,22313,8371,9869,Jose Angel,70.0,81.0,22313,8371,9869,Alberto Rivera,75.0,76.0,22313,8371,9869,Sebastian Eguren,74.0,79.0,22313,8371,9869,Nacho Novo,73.0,76.0,22313,8371,9869,Carmelo Gonzalez,74.0,77.0,22313,8371,9869,Miguel Angel de las Cuevas,76.0,77.0,22313,8371,9869,David Barral,74.0,79.0
22314,875695,2010-11-21 00:00:00,8560,9906,Claudio Bravo,75.0,76.0,22314,8560,9906,Carlos Martinez,70.0,76.0,22314,8560,9906,Mikel Gonzalez,73.0,74.0,22314,8560,9906,Ion Ansotegi,72.0,76.0,22314,8560,9906,Alberto De la Bella,69.0,73.0,22314,8560,9906,Diego Rivas,73.0,74.0,22314,8560,9906,Mikel Eizaguirre Aranburu,72.0,75.0,22314,8560,9906,Xabier Prieto,76.0,81.0,22314,8560,9906,David Zurutuza,71.0,73.0,22314,8560,9906,Antoine Griezmann,71.0,81.0,22314,8560,9906,Joseba Llorente,77.0,82.0,22314,8560,9906,David De Gea,78.0,85.0,22314,8560,9906,Tomas Ujfalusi,79.0,84.0,22314,8560,9906,Diego Godin,81.0,82.0,22314,8560,9906,Luis Perea,77.0,84.0,22314,8560,9906,Antonio Lopez,76.0,81.0,22314,8560,9906,Jose Antonio Reyes,82.0,85.0,22314,8560,9906,Tiago,78.0,83.0,22314,8560,9906,Mario Suarez,76.0,79.0,22314,8560,9906,Simao,82.0,86.0,22314,8560,9906,Diego Forlan,87.0,88.0,22314,8560,9906,Sergio Aguero,84.0,90.0
22315,875696,2010-11-21 00:00:00,8558,10278,Carlos Kameni,82.0,87.0,22315,8558,10278,Javi Lopez,63.0,69.0,22315,8558,10278,Jordi Amat,64.0,75.0,22315,8558,10278,Juan Forlin,75.0,78.0,22315,8558,10278,Didac Vila,69.0,71.0,22315,8558,10278,Jose Raul Baena,69.0,78.0,22315,8558,10278,Javi Moreno Marquez,71.0,74.0,22315,8558,10278,Luis Garcia,75.0,84.0,22315,8558,10278,Joan Verdu,76.0,80.0,22315,8558,10278,Jose Maria Callejon,76.0,79.0,22315,8558,10278,Pablo Osvaldo,77.0,85.0,22315,8558,10278,Juan Jesus Calatayud,74.0,75.0,22315,8558,10278,David Cortes,73.0,77.0,22315,8558,10278,Noe Pamarot,68.0,72.0,22315,8558,10278,Sergio Rodri,71.0,76.0,22315,8558,10278,,,,22315,8558,10278,Tiago Filipe Gomes,70.0,74.0,22315,8558,10278,Matias Fritzler,68.0,66.0,22315,8558,10278,Kiko,68.0,74.0,22315,8558,10278,Nelson Haedo Valdez,75.0,77.0,22315,8558,10278,Olivier Thomert,72.0,66.0,22315,8558,10278,David Trezeguet,78.0,76.0
22316,875697,2010-11-21 00:00:00,8581,8696,Manolo Reina,67.0,69.0,22316,8581,8696,Javier Venta,72.0,75.0,22316,8581,8696,Sergio Ballesteros,73.0,74.0,22316,8581,8696,Victoriano Rivas Nano,67.0,74.0,22316,8581,8696,Juanfran Garcia,71.0,82.0,22316,8581,8696,Sergio,72.0,86.0,22316,8581,8696,Xavier Torres,69.0,75.0,22316,8581,8696,Xisco Nadal,65.0,72.0,22316,8581,8696,Cristian Stuani,73.0,78.0,22316,8581,8696,Juanlu,73.0,75.0,22316,8581,8696,Felipe Caicedo,73.0,81.0,22316,8581,8696,Tono,74.0,80.0,22316,8581,8696,Jesus Perez Francis,74.0,75.0,22316,8581,8696,Henrique,77.0,82.0,22316,8581,8696,Marc Torrejon Moya,73.0,80.0,22316,8581,8696,Domingo Cisma,74.0,75.0,22316,8581,8696,Pape Kouli Diop,70.0,74.0,22316,8581,8696,Gonzalo Colsa,75.0,80.0,22316,8581,8696,Kennedy Bakircioglu,70.0,76.0,22316,8581,8696,Ivan Bolado,68.0,76.0,22316,8581,8696,Pedro Munitis,77.0,86.0,22316,8581,8696,Markus Rosenberg,74.0,80.0
22317,875698,2010-11-21 00:00:00,9783,9864,Daniel Aranzubia,79.0,83.0,22317,9783,9864,Manuel Pablo,76.0,85.0,22317,9783,9864,Diego Daniel Colotto,77.0,81.0,22317,9783,9864,Artiles Oliva Aythami,71.0,77.0,22317,9783,9864,Alberto Lopo,80.0,84.0,22317,9783,9864,Diego Seoane Perez,62.0,76.0,22317,9783,9864,Yves Hadley Desmarets,72.0,75.0,22317,9783,9864,Juan Rodriguez,76.0,83.0,22317,9783,9864,Ruben Perez,72.0,79.0,22317,9783,9864,Adrian Lopez,74.0,82.0,22317,9783,9864,Dionisio Villalba,61.0,67.0,22317,9783,9864,Francesco Arnau,67.0,72.0,22317,9783,9864,Jesus Gamez,78.0,82.0,22317,9783,9864,Kris Stadsgaard,72.0,78.0,22317,9783,9864,Weligton,76.0,77.0,22317,9783,9864,Patrick Mtiliga,70.0,73.0,22317,9783,9864,Sandro Laurindo da Silva,74.0,76.0,22317,9783,9864,Francisco Portillo,64.0,76.0,22317,9783,9864,Eliseu,74.0,77.0,22317,9783,9864,Jose Recio,65.0,72.0,22317,9783,9864,Nabil Baha,71.0,76.0,22317,9783,9864,Duda,79.0,80.0
