id,country_id,league_id,season_x,stage,date_x,match_api_id,home_away_indicator,real_api_id,other_team_id,other_team_name,real_score,other_score,real_winprob,tie_prob,other_winprob,real_player_1_name,real_player_1_rating,real_player_1_potential,real_player_2_name,real_player_2_rating,real_player_2_potential,real_player_3_name,real_player_3_rating,real_player_3_potential,real_player_4_name,real_player_4_rating,real_player_4_potential,real_player_5_name,real_player_5_rating,real_player_5_potential,real_player_6_name,real_player_6_rating,real_player_6_potential,real_player_7_name,real_player_7_rating,real_player_7_potential,real_player_8_name,real_player_8_rating,real_player_8_potential,real_player_9_name,real_player_9_rating,real_player_9_potential,real_player_10_name,real_player_10_rating,real_player_10_potential,real_player_11_name,real_player_11_rating,real_player_11_potential,other_player_1_name,other_player_1_rating,other_player_1_potential,other_player_2_name,other_player_2_rating,other_player_2_potential,other_player_3_name,other_player_3_rating,other_player_3_potential,other_player_4_name,other_player_4_rating,other_player_4_potential,other_player_5_name,other_player_5_rating,other_player_5_potential,other_player_6_name,other_player_6_rating,other_player_6_potential,other_player_7_name,other_player_7_rating,other_player_7_potential,other_player_8_name,other_player_8_rating,other_player_8_potential,other_player_9_name,other_player_9_rating,other_player_9_potential,other_player_10_name,other_player_10_rating,other_player_10_potential,other_player_11_name,other_player_11_rating,other_player_11_potential,date_y,season_y,real_wins,real_draws,real_losses,date,season,other_wins,other_draws,other_losses,result
22165,21518,21518,2009/2010,33,2010-04-18 00:00:00,685140,1,8633,10267,Valencia CF,2,0,0.6716709634814996,0.2020065831865914,0.1263224533319089,Iker Casillas,90.0,92.0,Marcelo,79.0,83.0,Raul Albiol,83.0,88.0,Sergio Ramos,85.0,90.0,Alvaro Arbeloa,80.0,81.0,Xabi Alonso,84.0,87.0,Fernando Gago,78.0,87.0,Jose Maria Guti,82.0,85.0,Rafael van der Vaart,84.0,89.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Cesar Sanchez,77.0,80.0,Bruno Saltor,77.0,79.0,Hedwiges Maduro,75.0,84.0,Alexis,79.0,86.0,Jordi Alba,74.0,82.0,David Albelda,79.0,83.0,Ever Banega,82.0,86.0,Pablo Hernandez,80.0,83.0,David Silva,86.0,90.0,Juan Mata,82,88,David Villa,88.0,91.0,2010-04-18 00:00:00,2009/2010,26.0,2.0,4.0,2010-04-18 00:00:00,2009/2010,17.0,8.0,7.0,2
22175,21518,21518,2009/2010,34,2010-04-24 00:00:00,685153,0,8633,8394,Real Zaragoza,2,1,0.7170003112239348,0.1818376126418505,0.1011620761342146,Iker Casillas,90.0,92.0,Alvaro Arbeloa,80.0,81.0,Sergio Ramos,85.0,90.0,Ezequiel Garay,81.0,85.0,Marcelo,79.0,83.0,Fernando Gago,78.0,87.0,Xabi Alonso,84.0,87.0,Jose Maria Guti,82.0,85.0,Rafael van der Vaart,84.0,89.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Roberto,70.0,73.0,Leonardo Ponzio,74.0,81.0,Jiri Jarosik,73.0,88.0,Matteo Contini,73.0,75.0,Ivan Obradovic,73.0,79.0,Jose Gomes de Moraes Edmilson,75.0,83.0,Gabi,73.0,85.0,Ander Herrera,70.0,83.0,Abel Aguilar,74.0,78.0,Eliseu,75,77,Humberto Suazo,77.0,82.0,2010-04-24 00:00:00,2009/2010,27.0,2.0,4.0,2010-04-24 00:00:00,2009/2010,8.0,10.0,15.0,2
22186,21518,21518,2009/2010,35,2010-05-02 00:00:00,685164,1,8633,8371,CA Osasuna,3,2,0.8307386621229917,0.1178570680729942,0.051404269804014,Iker Casillas,90.0,92.0,Alvaro Arbeloa,80.0,81.0,Raul Albiol,83.0,88.0,Sergio Ramos,85.0,90.0,Marcelo,79.0,83.0,Fernando Gago,78.0,87.0,Xabi Alonso,84.0,87.0,Esteban Granero,78.0,83.0,Kaka,87.0,92.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Ricardo,75.0,79.0,Cesar Azpilicueta,73.0,80.0,Roversio,72.0,74.0,Sergio Fernandez,72.0,76.0,Nacho Monreal,75.0,82.0,,,,Javad Nekounam,79.0,83.0,Juanfran,75.0,77.0,Krisztian Vadocz,70.0,74.0,Javier Camunas,76,77,Carlos Reina Aranda,74.0,75.0,2010-05-02 00:00:00,2009/2010,28.0,2.0,4.0,2010-05-02 00:00:00,2009/2010,10.0,9.0,15.0,2
22196,21518,21518,2009/2010,36,2010-05-05 00:00:00,685179,0,8633,8661,RCD Mallorca,4,1,0.5989856724717428,0.227163098060534,0.1738512294677231,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,90.0,Ezequiel Garay,81.0,85.0,Raul Albiol,83.0,88.0,Alvaro Arbeloa,80.0,81.0,Fernando Gago,78.0,87.0,Xabi Alonso,84.0,87.0,Esteban Granero,78.0,83.0,Kaka,87.0,92.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Dudu Aouate,78.0,81.0,Jose Miguel Josemi,68.0,68.0,Jose Carlos Nunes,78.0,80.0,Ruben,74.0,75.0,Ayoze Diaz Diaz,74.0,76.0,Marti Soler,75.0,80.0,Julio Alvarez,76.0,77.0,Borja Valero,80.0,82.0,Gonzalo Castro,78.0,83.0,Aritz Aduriz,79,81,Victor Casadesus,73.0,76.0,2010-05-05 00:00:00,2009/2010,29.0,2.0,4.0,2010-05-05 00:00:00,2009/2010,17.0,8.0,10.0,2
22207,21518,21518,2009/2010,37,2010-05-08 00:00:00,685197,1,8633,8315,Athletic Club de Bilbao,5,1,0.8291479817406435,0.1154133403851995,0.0554386778741569,Iker Casillas,90.0,92.0,Alvaro Arbeloa,80.0,81.0,Sergio Ramos,85.0,90.0,Raul Albiol,83.0,88.0,Marcelo,79.0,83.0,Fernando Gago,78.0,87.0,Xabi Alonso,84.0,87.0,Esteban Granero,78.0,83.0,Jose Maria Guti,82.0,85.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Gorka Iraizoz Moreno,79.0,84.0,Andoni Iraola,79.0,81.0,Mikel San Jose,73.0,73.0,Fernando Amorebieta,79.0,80.0,Koikili Campo,71.0,73.0,Carlos Gurpegi,73.0,77.0,Ander Iturraspe,58.0,65.0,Javier Martinez,78.0,82.0,Francisco Navarro Yeste,77.0,77.0,Oscar de Marcos,69,76,Gaizka Toquero,70.0,76.0,2010-05-08 00:00:00,2009/2010,30.0,2.0,4.0,2010-05-08 00:00:00,2009/2010,14.0,9.0,13.0,2
22217,21518,21518,2009/2010,38,2010-05-16 00:00:00,685211,0,8633,9864,Málaga CF,1,1,0.733526573557999,0.1636520273872465,0.1028213990547545,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,90.0,Raul Albiol,83.0,88.0,Ezequiel Garay,81.0,85.0,Marcelo,79.0,83.0,Esteban Granero,78.0,83.0,Fernando Gago,78.0,87.0,Xabi Alonso,84.0,87.0,Rafael van der Vaart,84.0,89.0,Gonzalo Higuain,84,87,Cristiano Ronaldo,89.0,93.0,Gustavo Adolfo Munua,73.0,81.0,Jesus Gamez,77.0,78.0,Ivan Gonzalez,67.0,73.0,Helder Rosario,72.0,75.0,Patrick Mtiliga,68.0,73.0,Fernando,73.0,77.0,Antonio Apono,76.0,77.0,Javi Lopez,63.0,67.0,Selim Benachour,71.0,76.0,Duda,79,80,Felipe Caicedo,73.0,81.0,2010-05-16 00:00:00,2009/2010,31.0,2.0,4.0,2010-05-16 00:00:00,2009/2010,7.0,15.0,15.0,1
22220,21518,21518,2009/2010,4,2009-09-23 00:00:00,684625,0,8633,10205,Villarreal CF,2,0,0.5842487504029128,0.2430037563406051,0.1727474932564821,Iker Casillas,90.0,92.0,Lassana Diarra,82.0,85.0,Raul Albiol,83.0,88.0,Sergio Ramos,85.0,91.0,Marcelo,79.0,83.0,Esteban Granero,77.0,83.0,Fernando Gago,78.0,87.0,Jose Maria Guti,82.0,85.0,Cristiano Ronaldo,89.0,94.0,Gonzalo Higuain,82,87,Kaka,88.0,92.0,Diego Lopez,84.0,85.0,Angel Lopez,74.0,78.0,Gonzalo Rodriguez,79.0,84.0,Diego Godin,78.0,80.0,Joan Capdevila,80.0,83.0,Santi Cazorla,81.0,86.0,Bruno Soriano,72.0,77.0,Sebastian Eguren,77.0,79.0,Cani,77.0,82.0,Giuseppe Rossi,83,86,Nilmar,79.0,86.0,2009-09-23 00:00:00,2009/2010,3.0,0.0,0.0,2009-09-23 00:00:00,2009/2010,0.0,2.0,1.0,2
22230,21518,21518,2009/2010,5,2009-09-26 00:00:00,684648,1,8633,9867,CD Tenerife,3,0,0.8290718727179973,0.1204131771448328,0.0505149501371697,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,91.0,Raul Albiol,83.0,88.0,Pepe,84.0,88.0,Royston Drenthe,74.0,81.0,Xabi Alonso,84.0,87.0,Lassana Diarra,82.0,85.0,Esteban Granero,77.0,83.0,Raul,81.0,89.0,Karim Benzema,85,91,Cristiano Ronaldo,89.0,94.0,Sergio Aragones,73.0,74.0,Marc Bertran,70.0,71.0,"Manuel Lara Martinez,26",71.0,72.0,Ezequiel Luna,72.0,65.0,Carlos Lorens Bellvis,71.0,79.0,Mikel Alonso,72.0,76.0,Roman Martinez,70.0,70.0,Alejandro Alfaro,75.0,78.0,Perez Richi,64.0,64.0,Daniel Kome,74,75,Nino,77.0,82.0,2009-09-26 00:00:00,2009/2010,4.0,0.0,0.0,2009-09-26 00:00:00,2009/2010,2.0,0.0,2.0,2
22241,21518,21518,2009/2010,6,2009-10-04 00:00:00,684663,0,8633,8302,Sevilla FC,1,2,0.4754267445177661,0.2651936681686131,0.2593795873136206,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Raul Albiol,83.0,88.0,Marcelo,79.0,83.0,Xabi Alonso,84.0,87.0,Mahamadou Diarra,80.0,87.0,Kaka,88.0,92.0,Raul,81.0,89.0,Jose Maria Guti,82,85,Karim Benzema,85.0,91.0,Andres Palop,82.0,90.0,Abdoulay Konko,73.0,80.0,Sebastien Squillaci,81.0,84.0,Ivica Dragutinovic,75.0,79.0,Adriano,78.0,86.0,Jesus Navas,83.0,92.0,Renato,78.0,80.0,Didier Zokora,77.0,80.0,Diego Perotti,75.0,79.0,Alvaro Negredo,81,86,Luis Fabiano,85.0,86.0,2009-10-04 00:00:00,2009/2010,5.0,0.0,0.0,2009-10-04 00:00:00,2009/2010,4.0,0.0,1.0,0
22251,21518,21518,2009/2010,7,2009-10-17 00:00:00,684681,1,8633,10281,Real Valladolid,4,2,0.8065034596267525,0.1309802267597941,0.0625163136134533,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Raul Albiol,83.0,88.0,Marcelo,79.0,83.0,Esteban Granero,77.0,83.0,Lassana Diarra,82.0,85.0,Xabi Alonso,84.0,87.0,Rafael van der Vaart,83.0,90.0,Raul,81,89,Karim Benzema,85.0,91.0,Jacobo,75.0,70.0,Pedro Lopez,75.0,78.0,Cesar Arzo,74.0,80.0,Luis Prieto,74.0,76.0,Nivaldo,74.0,76.0,Borja Fernandez,75.0,80.0,Alvaro Rubio,76.0,79.0,Nauzet Aleman,73.0,75.0,Marquitos,75.0,85.0,Hector Font,74,81,Diego Costa,73.0,79.0,2009-10-17 00:00:00,2009/2010,5.0,0.0,1.0,2009-10-17 00:00:00,2009/2010,1.0,2.0,3.0,2
22262,21518,21518,2009/2010,8,2009-10-24 00:00:00,684699,0,8633,9869,Real Sporting de Gijón,0,0,0.6311630813951966,0.2232650991418467,0.1455718194629567,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ezequiel Garay,81.0,85.0,Marcelo,79.0,83.0,Xabi Alonso,84.0,87.0,Mahamadou Diarra,80.0,87.0,Esteban Granero,77.0,83.0,Kaka,88.0,92.0,Royston Drenthe,74,81,Raul,81.0,89.0,Juan Pablo,72.0,75.0,Lora,65.0,69.0,Alberto Botia,67.0,78.0,Gregory Arnolin,71.0,73.0,Roberto Canella,71.0,79.0,Michel,73.0,77.0,Alberto Rivera,73.0,76.0,Luis Moran,73.0,75.0,Miguel Angel de las Cuevas,73.0,77.0,Diego Castro,74,75,David Barral,76.0,79.0,2009-10-24 00:00:00,2009/2010,6.0,0.0,1.0,2009-10-24 00:00:00,2009/2010,3.0,2.0,2.0,1
22272,21518,21518,2009/2010,9,2009-10-31 00:00:00,684713,1,8633,8305,Getafe CF,2,0,0.6453401529841388,0.2217093205809235,0.1329505264349376,Iker Casillas,90.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Raul Albiol,83.0,88.0,Alvaro Arbeloa,80.0,81.0,Lassana Diarra,82.0,85.0,Xabi Alonso,84.0,87.0,Gonzalo Higuain,82.0,87.0,Kaka,88.0,92.0,Marcelo,79,83,Karim Benzema,85.0,91.0,Oscar Ustari,76.0,86.0,Miguel Torres,74.0,83.0,Cata Diaz,80.0,86.0,Mario Alvarez,75.0,79.0,Mane,75.0,79.0,Derek Boateng,74.0,75.0,Fabio Celestini,75.0,78.0,Pedro Leon,76.0,79.0,Daniel Parejo,71.0,80.0,Manu del Moral,76,83,Roberto Soldado,78.0,81.0,2009-10-31 00:00:00,2009/2010,6.0,1.0,1.0,2009-10-31 00:00:00,2009/2010,4.0,0.0,4.0,2
22287,21518,21518,2010/2011,1,2010-08-29 00:00:00,875480,0,8633,8661,RCD Mallorca,0,0,0.664112768952418,0.2090497334126951,0.1268374976348869,Iker Casillas,90.0,92.0,Alvaro Arbeloa,80.0,81.0,Ricardo Carvalho,84.0,87.0,Sergio Ramos,85.0,90.0,Marcelo,79.0,83.0,Xabi Alonso,84.0,87.0,Lassana Diarra,82.0,85.0,Angel Di Maria,80.0,88.0,Sergio Canales,75.0,88.0,Cristiano Ronaldo,89,93,Gonzalo Higuain,84.0,87.0,Dudu Aouate,78.0,81.0,Pablo Cendros,67.0,73.0,Jose Carlos Nunes,78.0,80.0,Ruben,74.0,75.0,Ayoze Diaz Diaz,74.0,76.0,Marti Soler,75.0,80.0,Gonzalo Castro,78.0,83.0,Emilio Nsue,68.0,75.0,Jonathan De Guzman,74.0,82.0,Sergi Enrich,58,70,Victor Casadesus,73.0,76.0,2010-08-29 00:00:00,2010/2011,,,,2010-08-29 00:00:00,2010/2011,,,,1
22293,21518,21518,2010/2011,10,2010-11-07 00:00:00,875668,1,8633,9906,Atlético Madrid,2,0,0.7213707292542685,0.1765737490681987,0.1020555216775327,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Gonzalo Higuain,85.0,87.0,David De Gea,78.0,85.0,Juan Valera,73.0,82.0,Tomas Ujfalusi,79.0,84.0,Alvaro Dominguez,78.0,84.0,Filipe Luis,81.0,89.0,Jose Antonio Reyes,82.0,85.0,Tiago,78.0,83.0,Mario Suarez,76.0,79.0,Simao,82.0,86.0,Diego Forlan,87,88,Sergio Aguero,84.0,90.0,2010-11-07 00:00:00,2010/2011,7.0,2.0,0.0,2010-11-07 00:00:00,2010/2011,4.0,2.0,3.0,2
22302,21518,21518,2010/2011,11,2010-11-14 00:00:00,875680,0,8633,9869,Real Sporting de Gijón,1,0,0.7408556091789001,0.1719864152536946,0.0871579755674052,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Cristiano Ronaldo,89.0,94.0,Mesut Oezil,83.0,88.0,Angel Di Maria,82,89,Gonzalo Higuain,85.0,87.0,Juan Pablo,77.0,78.0,Lora,72.0,73.0,Alberto Botia,77.0,78.0,Gregory Arnolin,78.0,79.0,Jose Angel,70.0,81.0,Alberto Rivera,75.0,76.0,Sebastian Eguren,74.0,79.0,Nacho Novo,73.0,76.0,Carmelo Gonzalez,74.0,77.0,Diego Castro,78,79,Gaston Sangoy,69.0,74.0,2010-11-14 00:00:00,2010/2011,8.0,2.0,0.0,2010-11-14 00:00:00,2010/2011,2.0,4.0,4.0,2
22312,21518,21518,2010/2011,12,2010-11-20 00:00:00,875692,1,8633,8315,Athletic Club de Bilbao,5,1,0.7963326203330251,0.1402721094025936,0.0633952702643812,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Cristiano Ronaldo,89.0,94.0,Mesut Oezil,83.0,88.0,Angel Di Maria,82,89,Gonzalo Higuain,85.0,87.0,Gorka Iraizoz Moreno,81.0,83.0,Andoni Iraola,79.0,81.0,Mikel San Jose,75.0,80.0,Ustaritz,73.0,74.0,Fernando Amorebieta,80.0,81.0,Javier Martinez,80.0,81.0,Pablo Orbaiz,75.0,77.0,Markel Susaeta,77.0,79.0,Iker Muniain,73.0,81.0,Igor Gabilondo,75,76,Fernando Llorente,82.0,85.0,2010-11-20 00:00:00,2010/2011,9.0,2.0,0.0,2010-11-20 00:00:00,2010/2011,5.0,1.0,5.0,2
22321,21518,21518,2010/2011,13,2010-11-29 00:00:00,875704,0,8633,8634,FC Barcelona,0,5,0.2782801128546329,0.2685697574489009,0.4531501296964662,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Victor Valdes,85.0,86.0,Daniel Alves,84.0,90.0,Carles Puyol,87.0,90.0,Gerard Pique,85.0,88.0,Eric Abidal,82.0,85.0,Xavi Hernandez,87.0,90.0,Sergio Busquets,81.0,84.0,Andres Iniesta,87.0,90.0,Pedro Rodriguez,82.0,86.0,Lionel Messi,90,95,David Villa,88.0,92.0,2010-11-29 00:00:00,2010/2011,10.0,2.0,0.0,2010-11-29 00:00:00,2010/2011,10.0,1.0,1.0,0
22331,21518,21518,2010/2011,14,2010-12-04 00:00:00,875718,1,8633,10267,Valencia CF,2,0,0.6890150788530524,0.1930280094500858,0.1179569116968618,Iker Casillas,89.0,92.0,Alvaro Arbeloa,82.0,84.0,Pepe,84.0,88.0,Raul Albiol,83.0,88.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Lassana Diarra,82.0,85.0,Mesut Oezil,83.0,88.0,Angel Di Maria,82,89,Cristiano Ronaldo,89.0,94.0,Vicente Guaita,72.0,73.0,Bruno Saltor,76.0,79.0,Marius Stankevicius,74.0,81.0,Ricardo Costa,77.0,81.0,Jordi Alba,76.0,82.0,David Albelda,78.0,81.0,Joaquin,80.0,87.0,Hedwiges Maduro,76.0,82.0,Tino Costa,77.0,81.0,Juan Mata,82,88,Roberto Soldado,82.0,88.0,2010-12-04 00:00:00,2010/2011,10.0,2.0,1.0,2010-12-04 00:00:00,2010/2011,7.0,3.0,3.0,2
22340,21518,21518,2010/2011,15,2010-12-12 00:00:00,875730,0,8633,8394,Real Zaragoza,3,1,0.7457229063008082,0.1661468230365421,0.0881302706626496,Iker Casillas,89.0,92.0,Alvaro Arbeloa,82.0,84.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Lassana Diarra,82.0,85.0,Xabi Alonso,85.0,87.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Leonardo Franco,78.0,83.0,Carlos Diogo,71.0,67.0,Maurizio Lanzaro,65.0,72.0,Jiri Jarosik,74.0,88.0,Javier Paredes,70.0,77.0,Jose Gomes de Moraes Edmilson,73.0,83.0,Gabi,73.0,82.0,Ander Herrera,75.0,83.0,Nicolas Bertolo,73.0,81.0,Angel Lafita,77,81,Florent Sinama-Pongolle,76.0,83.0,2010-12-12 00:00:00,2010/2011,11.0,2.0,1.0,2010-12-12 00:00:00,2010/2011,1.0,6.0,7.0,2
22350,21518,21518,2010/2011,16,2010-12-19 00:00:00,875744,1,8633,8302,Sevilla FC,1,0,0.7799590297889213,0.1465142836104508,0.0735266866006278,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Alvaro Arbeloa,82.0,84.0,Sami Khedira,80.0,86.0,Lassana Diarra,82.0,85.0,Cristiano Ronaldo,89.0,94.0,Mesut Oezil,83.0,88.0,Angel Di Maria,82,89,Karim Benzema,83.0,88.0,Andres Palop,83.0,90.0,Mouhamadou Dabo,77.0,88.0,Martin Caceres,78.0,85.0,Julien Escude,81.0,82.0,Fernando Navarro,76.0,79.0,Abdoulay Konko,74.0,80.0,Didier Zokora,81.0,82.0,Romaric,75.0,82.0,Diego Capel,79.0,87.0,Alvaro Negredo,80,86,Luis Fabiano,84.0,86.0,2010-12-19 00:00:00,2010/2011,12.0,2.0,1.0,2010-12-19 00:00:00,2010/2011,6.0,2.0,7.0,2
22359,21518,21518,2010/2011,17,2011-01-03 00:00:00,875759,0,8633,8305,Getafe CF,3,2,0.7157876475152755,0.1864429501495879,0.0977694023351366,Iker Casillas,89.0,92.0,Alvaro Arbeloa,82.0,84.0,Raul Albiol,83.0,88.0,Sergio Ramos,85.0,91.0,Marcelo,79.0,83.0,Xabi Alonso,85.0,87.0,Lassana Diarra,82.0,85.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Jordi Codina,76.0,79.0,Miguel Torres,75.0,83.0,Cata Diaz,79.0,86.0,Rafa Lopez,77.0,80.0,Mane,76.0,79.0,Derek Boateng,77.0,75.0,Daniel Parejo,76.0,80.0,Pedro Rios,71.0,74.0,Manu del Moral,76.0,83.0,Jaime Gavilan,77,84,Miku,73.0,78.0,2011-01-03 00:00:00,2010/2011,13.0,2.0,1.0,2011-01-03 00:00:00,2010/2011,8.0,2.0,6.0,2
22369,21518,21518,2010/2011,18,2011-01-09 00:00:00,875785,1,8633,10205,Villarreal CF,4,2,0.726579982417531,0.1755823994470679,0.0978376181354011,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Ricardo Carvalho,84.0,87.0,Raul Albiol,83.0,88.0,Marcelo,79.0,83.0,Lassana Diarra,82.0,85.0,Xabi Alonso,85.0,87.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Diego Lopez,83.0,87.0,Angel Lopez,76.0,78.0,Gonzalo Rodriguez,76.0,84.0,Jose Catala,68.0,70.0,Joan Capdevila,80.0,83.0,Santi Cazorla,81.0,86.0,Borja Valero,80.0,83.0,Bruno Soriano,78.0,82.0,Cani,79.0,82.0,Marco Ruben,72,79,Giuseppe Rossi,82.0,86.0,2011-01-09 00:00:00,2010/2011,14.0,2.0,1.0,2011-01-09 00:00:00,2010/2011,11.0,3.0,3.0,2
22378,21518,21518,2010/2011,19,2011-01-16 00:00:00,875809,0,8633,9865,UD Almería,1,1,0.7536137853600899,0.1612495525800705,0.0851366620598395,Iker Casillas,89.0,92.0,Alvaro Arbeloa,82.0,84.0,Raul Albiol,83.0,88.0,Sergio Ramos,85.0,91.0,Marcelo,79.0,83.0,Sami Khedira,80.0,86.0,Xabi Alonso,85.0,87.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Kaka,86,92,Cristiano Ronaldo,89.0,94.0,Diego Alves,82.0,86.0,Michel,71.0,75.0,Marcelo Silva,66.0,81.0,Carlos Garcia,71.0,78.0,Juanma Ortiz,74.0,80.0,Hernan Dario Bernardello,76.0,77.0,Modeste M'Bami,75.0,72.0,Pablo Piatti,78.0,86.0,Kalu Uche,76.0,80.0,Albert Crusat,76,79,Jose Leonardo Ulloa,70.0,77.0,2011-01-16 00:00:00,2010/2011,15.0,2.0,1.0,2011-01-16 00:00:00,2010/2011,2.0,7.0,9.0,1
22397,21518,21518,2010/2011,2,2010-09-11 00:00:00,875513,1,8633,8371,CA Osasuna,1,0,0.7979696369164179,0.137019145125678,0.0650112179579041,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Pepe,84.0,88.0,Ricardo Carvalho,84.0,87.0,Marcelo,79.0,83.0,Xabi Alonso,85.0,87.0,Sami Khedira,80.0,86.0,Karim Benzema,83.0,88.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Gonzalo Higuain,85.0,87.0,Ricardo,75.0,79.0,Abella Perez Damia,70.0,76.0,Lolo,73.0,74.0,Miguel Flano,76.0,77.0,Nacho Monreal,77.0,82.0,Patxi Martinez Punal,73.0,79.0,Javad Nekounam,78.0,83.0,Juanfran,78.0,79.0,Fernando Soriano,74.0,80.0,Javier Camunas,75,77,Carlos Reina Aranda,73.0,75.0,2010-09-11 00:00:00,2010/2011,0.0,1.0,0.0,2010-09-11 00:00:00,2010/2011,0.0,1.0,0.0,2
22407,21518,21518,2010/2011,20,2011-01-23 00:00:00,875842,1,8633,8661,RCD Mallorca,1,0,0.8024505223601531,0.1328177531109997,0.0647317245288472,Iker Casillas,89.0,92.0,Alvaro Arbeloa,82.0,84.0,Ricardo Carvalho,84.0,87.0,Sergio Ramos,85.0,91.0,Marcelo,79.0,83.0,Fernando Gago,78.0,87.0,Esteban Granero,78.0,83.0,Angel Di Maria,82.0,89.0,Kaka,86.0,92.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Dudu Aouate,78.0,79.0,,,,Jose Carlos Nunes,78.0,79.0,Ivan Ramis,77.0,79.0,Kevin Garcia,54.0,67.0,Joao Victor,66.0,74.0,Sergio Tejera,68.0,79.0,Emilio Nsue,68.0,75.0,Gonzalo Castro,80.0,84.0,Michael Pereira,64,71,Pierre Webo,75.0,78.0,2011-01-23 00:00:00,2010/2011,15.0,3.0,1.0,2011-01-23 00:00:00,2010/2011,8.0,3.0,8.0,2
22417,21518,21518,2010/2011,21,2011-01-30 00:00:00,875866,0,8633,8371,CA Osasuna,0,1,0.7209071881123383,0.1798425415702215,0.0992502703174402,Iker Casillas,89.0,92.0,Sergio Ramos,85.0,91.0,Ricardo Carvalho,84.0,87.0,Raul Albiol,83.0,88.0,Alvaro Arbeloa,82.0,84.0,Lassana Diarra,82.0,85.0,Sami Khedira,80.0,86.0,Angel Di Maria,82.0,89.0,Mesut Oezil,83.0,88.0,Cristiano Ronaldo,89,94,Karim Benzema,83.0,88.0,Ricardo,75.0,79.0,Abella Perez Damia,70.0,76.0,Sergio Fernandez,73.0,76.0,Miguel Flano,76.0,77.0,Nelson,70.0,83.0,Patxi Martinez Punal,73.0,79.0,Fernando Soriano,74.0,80.0,Ferran Corominas,73.0,83.0,Walter Pandiani,76.0,86.0,Javier Camunas,75,77,Carlos Reina Aranda,73.0,75.0,2011-01-30 00:00:00,2010/2011,16.0,3.0,1.0,2011-01-30 00:00:00,2010/2011,4.0,6.0,10.0,0
